업종명,업소명,소재지(도로명),소재지(지번),소재지전화,업태명
일반음식점,니캉내캉,"청주시 청원구 오창읍 팔결로 709-12, 1층",청주시 청원구 오창읍 장대리 311-8 ,,한식
일반음식점,고등어청 율량점,"청주시 청원구 율량로 8, 1층 (주중동)",청주시 청원구 주중동 937 ,043-231-0339,한식
일반음식점,대박막회포차,"청주시 청원구 율량로190번길 25, 1층 (율량동)",청주시 청원구 율량동 2042 1층 ,,한식
일반음식점,쉼터식당,"청주시 청원구 공항로64번길 62, 1층 (내덕동)",청주시 청원구 내덕동 423 ,,한식
일반음식점,699애비뉴,"청주시 청원구 내수읍 신기초정로 699, 1층",청주시 청원구 내수읍 초정리 334-24 1층 ,043-213-2332,한식
일반음식점,수정이네 장뜨는날,"청주시 청원구 우암로54번길 27-1, 1층 (우암동)",청주시 청원구 우암동 357-16 ,043-253-4963,한식
일반음식점,명촌뚝배기,"청주시 청원구 오창읍 구룡택지로 8-13, 1층 101호",청주시 청원구 오창읍 구룡리 427-3 1층 101호,043-216-2217,한식
일반음식점,바른치킨청주율량점,"청주시 청원구 율량로202번길 28, 1층 (율량동)",청주시 청원구 율량동 2057 ,043-211-1482,기타
일반음식점,왔다국수,"청주시 청원구 안덕벌로 26, 1층 (내덕동)",청주시 청원구 내덕동 166-12 1층 ,,한식
일반음식점,몽당연필.시향설렁탕,,청주시 청원구 우암동 347-7 1~3호,,한식
일반음식점,제주 클래식,"청주시 청원구 오창읍 중심상업1로 20, 4층 401,402호 (LK트리플렉스2)","청주시 청원구 오창읍 양청리 820-2 4층,401호402호,LK트리플렉스2 ",,한식
일반음식점,짬뽕별,"청주시 청원구 사뜸로36번길 22, 1층 (율량동)",청주시 청원구 율량동 1704 1층 ,,중국식
일반음식점,돈마니양껏,"청주시 청원구 내수읍 내수본길 4, 1층",청주시 청원구 내수읍 내수리 36-7 ,,한식
일반음식점,대학로오징어보쌈율량점,"청주시 청원구 1순환로 134, 1층 (율량동)",청주시 청원구 율량동 2073 ,,한식
일반음식점,땡초우동in포차,"청주시 청원구 오창읍 중심상업1로 8-46, 1층 113호",청주시 청원구 오창읍 양청리 791-4 ,043-217-9595,한식
일반음식점,빨강떡볶이까망김밥,"청주시 청원구 오창읍 구룡택지1로 36, 1층",청주시 청원구 오창읍 구룡리 409-4 ,043-217-3635,분식
일반음식점,황소처럼,"청주시 청원구 오창읍 두릉유리로 1130-12, 1층",청주시 청원구 오창읍 창리 44-1 ,043-285-5757,한식
일반음식점,타이야끼,"청주시 청원구 내수읍 내수로 703, 1층",청주시 청원구 내수읍 내수리 13-6 ,,기타
일반음식점,재춘면,"청주시 청원구 충청대로107번길 15-1, 1층 (율량동)",청주시 청원구 율량동 1085 ,043-213-0320,한식
일반음식점,고기밥상,"청주시 청원구 율량로201번길 33-8, 1층 (율량동)",청주시 청원구 율량동 2203 1층 ,043-211-3355,한식
일반음식점,바바라코코,"청주시 청원구 율량로 135, 3층 301호 (주성동, 대원칸타빌3차아파트 상가)","청주시 청원구 주성동 337 대원칸타빌3차아파트 상가,3층 301호",,기타
일반음식점,춘광마라탕,"청주시 청원구 안덕벌로52번길 6-4, 1층 (내덕동)",청주시 청원구 내덕동 111-2 ,,한식
일반음식점,해광촌,"청주시 청원구 내수읍 초정약수로 662, B동 1층",청주시 청원구 내수읍 우산리 585-7 ,043-213-6311,한식
일반음식점,TACOSTARLIGHT(별빛타코),"청주시 청원구 율량로202번길 28, 1층 (율량동)",청주시 청원구 율량동 2057 ,043-212-5687,"외국음식전문점(인도,태국등)"
일반음식점,생쏘오창점,"청주시 청원구 오창읍 중심상업2로 69, 1층",청주시 청원구 오창읍 양청리 800-3 ,043-214-7777,한식
일반음식점,또!맛치킨,,"청주시 청원구 우암동 347-7 4,5호(1차청년창업특화구역) ",,호프/통닭
일반음식점,울엄마 김치찜,"청주시 청원구 오창읍 구룡택지로 8-21, 주건축물제1동 1층",청주시 청원구 오창읍 구룡리 425-4 ,043-212-5382,한식
일반음식점,마론코튼,"청주시 청원구 안덕벌로49번가길 10, 1층 (내덕동)",청주시 청원구 내덕동 165-8 1층 ,,기타
일반음식점,막썰어회포차,"청주시 청원구 율중로79번길 22, 1층 (율량동)",청주시 청원구 율량동 2408 1층 ,,일식
일반음식점,에이플러스(A+)미가,"청주시 청원구 내수로 39, 1층 (주중동)",청주시 청원구 주중동 89-2 ,,한식
일반음식점,무궁화정육식당,"청주시 청원구 율량로202번길 18, 1층 (율량동)",청주시 청원구 율량동 2066 ,,한식
일반음식점,암소본갈비,"청주시 청원구 율량로202번길 18, 1층 (율량동)",청주시 청원구 율량동 2066 ,,식육(숯불구이)
일반음식점,건강한밥상,"청주시 청원구 오창읍 오창가좌3길 42, 1층",청주시 청원구 오창읍 가좌리 23-1 1층 ,,한식
일반음식점,팔팔생고기율량점,"청주시 청원구 1순환로 142, 1층 (율량동)",청주시 청원구 율량동 2069 ,043-212-3847,한식
일반음식점,큰언니네칼국수,"청주시 청원구 교서로 185, 2층 (우암동, 지상인접)","청주시 청원구 우암동 870-10 2층,지상인접 ",,한식
일반음식점,불스떡볶이율량사천점,"청주시 청원구 공항로150번길 54, 1층 (율량동, 율량목화아파트상가)","청주시 청원구 율량동 803 1층,율량목화아파트상가 ",,분식
일반음식점,모닥숯불구이,"청주시 청원구 오창읍 주성2길 16, 1층",청주시 청원구 오창읍 주성리 480 ,043-241-3392,식육(숯불구이)
일반음식점,야한식당(율량점),"청주시 청원구 율량로190번길 11, 1층 104호 (율량동)",청주시 청원구 율량동 2045 ,043-212-9792,한식
일반음식점,강적들숯불닭갈비,"청주시 청원구 율량로202번길 22, 1층 (율량동)",청주시 청원구 율량동 2060 ,043-285-8887,기타
일반음식점,육즙가득한고깃집,"청주시 청원구 오창읍 중심상업로 65-9, 1층",청주시 청원구 오창읍 양청리 790-2 ,,기타
일반음식점,누나가튀긴닭,"청주시 청원구 공항로64번길 38, 1층 (내덕동)",청주시 청원구 내덕동 521-7 ,,호프/통닭
일반음식점,캠프데이,"청주시 청원구 내수읍 초정약수로 328, 1~2층 (A동)","청주시 청원구 내수읍 학평리 243-3 A동,1~2층 ",,한식
일반음식점,쿠라이율량점,"청주시 청원구 율량로202번길 18, 1층 (율량동)",청주시 청원구 율량동 2066 ,043-218-5003,기타
일반음식점,오봉집 청주율량점,"청주시 청원구 율량로202번길 22, 1층 (율량동)",청주시 청원구 율량동 2060 ,043-211-9202,식육(숯불구이)
일반음식점,장수촌 참옻닭,"청주시 청원구 오창읍 창리1길 9, 1층 101호",청주시 청원구 오창읍 창리 50-2 ,043-215-3039,한식
일반음식점,육하원칙오창점,"청주시 청원구 오창읍 과학산업5로 110, 1층",청주시 청원구 오창읍 각리 652-6 ,,한식
일반음식점,서희네염소,청주시 청원구 내수읍 마산5길 16-5,청주시 청원구 내수읍 마산리 159-24 ,043-211-3606,탕류(보신용)
일반음식점,웃쏘오창점,"청주시 청원구 오창읍 중심상업로 65-5, 1층 101호",청주시 청원구 오창읍 양청리 791-1 ,,한식
일반음식점,채가네짬뽕,"청주시 청원구 주성로 273, 1층 (주성동)",청주시 청원구 주성동 349 ,,한식
일반음식점,대왕정칼국수,"청주시 청원구 내수읍 우산길 35, 1층",청주시 청원구 내수읍 우산리 505-1 ,,한식
일반음식점,그때그자리,"청주시 청원구 율량로202번길 26, 1층 (율량동)",청주시 청원구 율량동 2058 ,043-218-8505,한식
일반음식점,시다시,"청주시 청원구 오창읍 중심상업1로 50, 1층 121,122호",청주시 청원구 오창읍 양청리 787-5 ,043-218-0918,기타
일반음식점,장수촌,"청주시 청원구 무심동로660번길 54, 1층 (내덕동)",청주시 청원구 내덕동 718-1 ,,식육(숯불구이)
일반음식점,청대불고기,"청주시 청원구 수암로 98-11, 1층 (우암동)",청주시 청원구 우암동 20-22 ,,식육(숯불구이)
일반음식점,썬푸드,"청주시 청원구 오창읍 구룡4길 6-10, 1층",청주시 청원구 오창읍 구룡리 429-5 ,,한식
일반음식점,미소야(청주사천점),"청주시 청원구 율봉로 106, 1층 (율량동)",청주시 청원구 율량동 1301 ,043-215-0808,한식
일반음식점,그리너리,"청주시 청원구 새터로176번길 157-1, 지하1층~1층 (사천동)",청주시 청원구 사천동 186 ,,기타
일반음식점,홍두꺼비식당,"청주시 청원구 오창읍 중심상업로 61, 1층 104호","청주시 청원구 오창읍 양청리 791-2 1층,104호 ",,식육(숯불구이)
일반음식점,다담뜰한식뷔페북청주점,"청주시 청원구 상리로 5-1, 1층 (율량동, 주1동)","청주시 청원구 율량동 102-1 1층,주1동 ",,한식
일반음식점,옛집생삼겹살,"청주시 청원구 오창읍 중심상업로 65-5, 1층",청주시 청원구 오창읍 양청리 791-1 ,043-211-2599,식육(숯불구이)
일반음식점,미호식당,"청주시 청원구 새터로120번길 20, 1층 (내덕동)",청주시 청원구 내덕동 610-9 ,043-255-1929,한식
일반음식점,내수홍가네전·포차,"청주시 청원구 내수읍 마산3길 63-1, 1층",청주시 청원구 내수읍 마산리 197-116 ,043-216-6550,한식
일반음식점,오빵실비어,"청주시 청원구 오창읍 과학산업5로 108-9, 1층",청주시 청원구 오창읍 각리 651-3 ,,호프/통닭
일반음식점,새벽옛날통닭,"청주시 청원구 오창읍 팔결로 710, 1층",청주시 청원구 오창읍 장대리 281-12 ,,호프/통닭
일반음식점,백년불고기물갈비 청주점,"청주시 청원구 율량로48번길 35, 1층 (주중동)",청주시 청원구 주중동 999 ,043-213-5825,한식
일반음식점,양청맥주,"청주시 청원구 오창읍 중심상업로 65-5, 1층 103호",청주시 청원구 오창읍 양청리 791-1 ,,호프/통닭
일반음식점,양철식당,"청주시 청원구 율량로190번길 19, 1층 101,102,103호 (율량동)","청주시 청원구 율량동 2043 1층,101~103호 ",043-216-2272,한식
일반음식점,복순네,"청주시 청원구 대성로254번길 36-4, 1층 (우암동)",청주시 청원구 우암동 45-7 ,070-7691-1085,한식
일반음식점,토마토,"청주시 청원구 공항로150번길 5, 1층 (율량동)",청주시 청원구 율량동 770 ,,호프/통닭
일반음식점,멀티골,"청주시 청원구 오창읍 구룡4길 6-8, 1층",청주시 청원구 오창읍 구룡리 429-4 ,,한식
일반음식점,1991미치GO 솥뚜껑김치생삼겹살,"청주시 청원구 오창읍 중심상업1로 8-46, 1층 108호",청주시 청원구 오창읍 양청리 791-4 ,,한식
일반음식점,플레이&라운지,"청주시 청원구 오창읍 중심상업1로 8-46, 4층 401호",청주시 청원구 오창읍 양청리 791-4 ,,한식
일반음식점,삼봉한우마을,"청주시 청원구 내수읍 내수로 745, 1층",청주시 청원구 내수읍 내수리 46-11 ,,식육(숯불구이)
일반음식점,봉순네보리밥,"청주시 청원구 향군로31번가길 1-16, 1층 (우암동)",청주시 청원구 우암동 346-40 ,043-221-2040,한식
일반음식점,반하다,"청주시 청원구 율량로 100, 1층 (주성동)",청주시 청원구 주성동 339 ,,한식
일반음식점,굿청와대한식뷔페,"청주시 청원구 북이면 신대석성로 231, 1층",청주시 청원구 북이면 대율리 319-11 ,043-213-1110,한식
일반음식점,곱이곱다,"청주시 청원구 오창읍 중심상업로 65-5, 1층",청주시 청원구 오창읍 양청리 791-1 ,,식육(숯불구이)
일반음식점,고정석,"청주시 청원구 오창읍 2산단4로 77, 1층 105,106호","청주시 청원구 오창읍 창리 96 1층, 105,106호 ",,식육(숯불구이)
일반음식점,최강중화요리,"청주시 청원구 충청대로 68, 1층 (내덕동)",청주시 청원구 내덕동 429-5 ,,중국식
일반음식점,일공공샤브청주율량점,"청주시 청원구 율중로 20, 1층 (율량동)",청주시 청원구 율량동 2310 ,,한식
일반음식점,만석차돌,"청주시 청원구 오창읍 중심상업로 65-11, 주1동 1층",청주시 청원구 오창읍 양청리 790-1 ,,식육(숯불구이)
일반음식점,종로맥가,"청주시 청원구 율량로202번길 40, 1층 (율량동)",청주시 청원구 율량동 2033 ,,기타
일반음식점,내수꼬마김밥,"청주시 청원구 내수읍 마산5길 15-15, 1층",청주시 청원구 내수읍 마산리 197-21 ,,분식
일반음식점,두꺼비식당,"청주시 청원구 내수읍 마산2길 17-6, 1층",청주시 청원구 내수읍 마산리 93-8 ,,한식
일반음식점,미스터초밥제작소,"청주시 청원구 1순환로330번길 30-1, 1층 (내덕동)",청주시 청원구 내덕동 726-6 ,,한식
일반음식점,명호공주얼큰이칼국수오창점,"청주시 청원구 오창읍 주성2길 2, 1층",청주시 청원구 오창읍 주성리 548 ,043-214-0089,한식
일반음식점,오늘만등갈비,"청주시 청원구 율량로190번길 19, 1층 105호 (율량동)",청주시 청원구 율량동 2043 ,,한식
일반음식점,옛날그집,"청주시 청원구 주중로 39, 1층 (주중동)",청주시 청원구 주중동 437-2 ,,한식
일반음식점,허브,"청주시 청원구 오창읍 화산여천길 63-1, D동 1층","청주시 청원구 오창읍 여천리 192-12 D동,1층 ",,한식
일반음식점,안성깍두기,"청주시 청원구 오창읍 주성3길 11, 1층",청주시 청원구 오창읍 주성리 320 ,043-241-5454,한식
일반음식점,더아지트,"청주시 청원구 충청대로57번길 24-7, 1층 (내덕동)",청주시 청원구 내덕동 419-4 1층 ,,기타
일반음식점,공동음주구역청대점,"청주시 청원구 직지대로890번길 14, 201호 (우암동)",청주시 청원구 우암동 237-3 ,,한식
일반음식점,대게랑,"청주시 청원구 율봉로 294, 1층 (율량동)",청주시 청원구 율량동 2135 ,,기타
일반음식점,블랙누들,"청주시 청원구 향군로159번길 4, 1층 (내덕동)",청주시 청원구 내덕동 668-3 ,,한식
일반음식점,황금밥상,"청주시 청원구 내수읍 마산5길 6, 1층",청주시 청원구 내수읍 마산리 148-12 ,,한식
일반음식점,대게마트,"청주시 청원구 오창읍 공항로 1052, 1층",청주시 청원구 오창읍 장대리 360-6 1층 ,,횟집
일반음식점,아구아구9900,"청주시 청원구 오창읍 오창중앙로 123-8, 1층",청주시 청원구 오창읍 각리 649-3 1층 ,,횟집
일반음식점,안녕슈슈,"청주시 청원구 율량로 12, 1층 (주중동)",청주시 청원구 주중동 904 ,,분식
